0.201	75.6173	0.791009
0.202	57.1265	0.757128
0.203	67.248	0.771015
0.204	1.44132	0.682759
0.205	3.26429	0.703022
0.206	8.13678	0.722811
0.207	13.3521	0.742931
0.208	18.7848	0.765827
0.209	25.3895	0.788277
0.21	35.0331	0.809264
0.211	48.3625	0.825132
0.212	65.0705	0.838514
0.213	81.9107	0.851225
0.214	98.6291	0.864324
0.215	62.2077	0.787073
0.216	0.384001	0.655426
0.217	1.82153	0.671626
0.218	3.69227	0.689574
0.219	5.31794	0.70894
0.22	7.04002	0.729619
0.221	8.69572	0.751699
0.222	15.3861	0.758899
0.223	26.7059	0.760179
0.224	38.6183	0.761676
0.225	50.3306	0.763424
0.226	62.0259	0.764973
0.227	73.8717	0.76724
0.228	85.0416	0.769485
0.229	43.2491	0.735806
0.23	49.0386	0.75262
0.231	4.29134	0.670621
0.232	7.72509	0.693603
0.233	10.788	0.71217
0.234	15.4991	0.730877
0.235	20.2715	0.750867
0.236	25.0042	0.77269
0.237	30.9566	0.79484
0.238	40.9366	0.812293
0.239	53.5487	0.827763
0.24	68.3056	0.842349
0.241	84.8551	0.855442
0.242	53.5029	0.743809
0.243	0.770626	0.654086
0.244	0.742525	0.681726
0.245	1.29311	0.702295
0.246	2.00118	0.715952
0.247	2.71822	0.72349
0.248	6.64259	0.724855
0.249	16.8587	0.72287
0.25	28.693	0.722093
0.251	40.4978	0.721558
0.252	52.4675	0.721079
0.253	64.2822	0.720989
0.254	76.0098	0.721085
0.255	27.6522	0.658016
0.256	30.9743	0.680227
0.257	35.2454	0.704891
0.258	37.1926	0.722408
0.259	41.0091	0.737586
0.26	48.6543	0.754685
0.261	54.769	0.767839
0.262	60.8103	0.78191
0.263	38.4781	0.702568
0.264	0.483479	0.641222
0.265	0.549072	0.669973
0.266	0.584265	0.701386
0.267	0.622046	0.734476
0.268	0.401663	0.759904
0.269	0.69243	0.781885
0.27	7.77669	0.790044
0.271	20.0989	0.801806
0.272	32.3589	0.814115
0.273	44.2201	0.826667
0.274	56.6911	0.840281
0.275	69.7761	0.828309
0.276	81.3952	0.840257
0.277	0.328617	0.740622
0.278	5.36141	0.752504
0.279	15.1683	0.754749
0.28	27.6182	0.754567
0.281	39.8995	0.75434
0.282	52.0032	0.754548
0.283	63.938	0.754804
0.284	75.7108	0.755263
0.285	25.09	0.67173
0.286	25.3542	0.687183
0.287	25.7175	0.703965
0.288	26.3332	0.722508
0.289	27.1852	0.7422
0.29	30.547	0.760653
0.291	34.1648	0.777436
0.292	38.194	0.789048
0.293	42.2559	0.801076
0.294	47.3541	0.811049
0.295	53.1782	0.818255
0.296	41.6853	0.740529
0.297	0.628257	0.69295
0.298	0.715987	0.728011
0.299	2.21725	0.750848
0.3	5.02699	0.772345
0.301	9.42098	0.786738
0.302	12.4156	0.799248
0.303	15.9834	0.80534
0.304	23.9714	0.810382
0.305	36.9742	0.819715
0.306	50.5049	0.82203
0.307	63.9387	0.823849
0.308	76.8891	0.824918
0.309	1.10224	0.724786
0.31	2.38852	0.745738
0.311	13.4955	0.74418
0.312	25.9606	0.743975
0.313	38.2973	0.744122
0.314	50.4638	0.744456
0.315	62.512	0.744766
0.316	74.3298	0.745259
0.317	16.3322	0.679388
0.318	20.9517	0.70569
0.319	22.5789	0.725953
0.32	23.9942	0.74701
0.321	26.6275	0.765799
0.322	30.291	0.779823
0.323	31.8174	0.787596
0.324	33.1867	0.798526
0.325	36.5864	0.805655
0.326	0.409571	0.744734
0.327	2.48377	0.768436
0.328	9.91792	0.787004
0.329	16.573	0.803269
0.33	22.5511	0.819365
0.331	31.4418	0.834136
0.332	47.3939	0.846431
0.333	63.8824	0.859188
0.334	80.2729	0.871784
0.335	96.4696	0.884215
0.336	83.5647	0.747903
0.337	0.595825	0.628705
0.338	0.662355	0.671902
0.339	0.790285	0.702087
0.34	5.44328	0.717481
0.341	10.399	0.720416
0.342	15.2989	0.723825
0.343	20.2532	0.728335
0.344	25.0449	0.733277
0.345	32.7978	0.73081
0.346	42.2151	0.729096
0.347	53.684	0.729342
0.348	65.0659	0.729583
0.349	76.4265	0.72998
0.35	21.392	0.702871
0.351	23.8187	0.713148
0.352	26.9506	0.721454
0.353	29.7357	0.727946
0.354	33.4297	0.736789
0.355	38.1185	0.747634
0.356	23.6512	0.722117
0.357	22.7726	0.726347
0.358	23.879	0.74717
0.359	25.1042	0.769311
0.36	26.6556	0.789512
0.361	30.0706	0.801704
0.362	38.2764	0.815912
0.363	49.9418	0.82987
0.364	41.4331	0.749789
0.365	50.8692	0.759467
0.366	61.617	0.772269
0.367	72.5904	0.777025
0.368	21.7179	0.677093
0.369	20.9949	0.703769
0.37	20.9973	0.731995
0.371	26.3443	0.750862
0.372	38.1438	0.761877
